title,lyrics,이별유무,긍부정,cluster_label
나에게 찾아온 이별 (반오십 X 이지유),어느 날 나에게찾아온 이별.마음이 아파서 널 미워할 수도 없었죠.목소리만 들으면 눈물이날까 봐. 잠시 눈을 감고 난 생각에 빠져.우리의이별은 너무나 아파서.잊혀지지않을 것만 같아요.버린 사이 멀어져이제는 너무.되돌릴 순 없겠죠 마음만 아파와요 오늘.우리의이별은 너무나 아파서.잊혀지지않을 것만 같아요.버린 사이 멀어져이제는 너무.마음만 아파와요 없겠죠되돌릴 순.우보고 싶어요 너무.잊혀지지않을 것만 같아요.버린 사이 멀어져우리는 이제.되돌릴 순 없겠죠 마음이 아파와요,1,0,1
네가 없다는 게 거짓말 같아,네가 나를 떠난 후. 서른 밤 지나도. 아직 전화기 속엔. 네가 웃고 있어. 우린 서로 특별했으니까. 이별도 유난히 아픈 거야. 난 이 밤에. 결국 너에게. 전활 걸어 말했어. 다시 내게 와줘. 잘할 게. 너의 투정 다 받아줄 게. 네가 없다는 게. 거짓말 같아. 돌아와. 사랑했어 너만큼. 나도 이렇게. 아파 울잖아. 이런 날 한 번만. 따뜻하게 안아줄래. 망설이며 너에게. 말을 이어 가고. 대답 없는 넌 혼자. 무슨 생각 할까. 내 맘 신경 쓰지 않아도 돼. 이별은 나에겐 익숙해서. 널 이대로. 놓아버리면. 정말로 끝나버릴까. 다시 내게 와줘. 잘할 게. 너의 투정 다 받아줄 게. 네가 없다는 게. 거짓말 같아. 돌아와. 사랑했어 너만큼. 나도 이렇게. 아파 울잖아. 이런 날 한 번만. 따뜻하게 안아줄래. 돌아갈 수 없는. 우리 사이란 걸. 이미 알고 있지만. 혹시나 하는 마음에. 기대를 했던 나인데. 결국 너 없는 시간은. 계속될 것 같아. 많이 힘들겠지. 끊겨버린 우리. 전화에. 아직 할 말 더 남았는데. 너를 붙잡아도. 소용이 없어. 끝난 사인 걸. 놓쳐 버린 너라서. 이젠 닿을 수 없어. 울잖아. 이런 날 한 번만. 따뜻하게 안아줄래,1,0,5
네가 없다는 게 거짓말 같아 (inst.),네가 나를 떠난 후. 서른 밤 지나도. 아직 전화기 속엔. 네가 웃고 있어. 우린 서로 특별했으니까. 이별도 유난히 아픈 거야. 난 이 밤에. 결국 너에게. 전활 걸어 말했어. 다시 내게 와줘. 잘할 게. 너의 투정 다 받아줄 게. 네가 없다는 게. 거짓말 같아. 돌아와. 사랑했어 너만큼. 나도 이렇게. 아파 울잖아. 이런 날 한 번만. 따뜻하게 안아줄래. 망설이며 너에게. 말을 이어 가고. 대답 없는 넌 혼자. 무슨 생각 할까. 내 맘 신경 쓰지 않아도 돼. 이별은 나에겐 익숙해서. 널 이대로. 놓아버리면. 정말로 끝나버릴까. 다시 내게 와줘. 잘할 게. 너의 투정 다 받아줄 게. 네가 없다는 게. 거짓말 같아. 돌아와. 사랑했어 너만큼. 나도 이렇게. 아파 울잖아. 이런 날 한 번만. 따뜻하게 안아줄래. 돌아갈 수 없는. 우리 사이란 걸. 이미 알고 있지만. 혹시나 하는 마음에. 기대를 했던 나인데. 결국 너 없는 시간은. 계속될 것 같아. 많이 힘들겠지. 끊겨버린 우리. 전화에. 아직 할 말 더 남았는데. 너를 붙잡아도. 소용이 없어. 끝난 사인 걸. 놓쳐 버린 너라서. 이젠 닿을 수 없어. 울잖아. 이런 날 한 번만. 따뜻하게 안아줄래,1,0,5
추억은 만남보다 이별에 남아,아득한 시간 속에 아직. 우리 사랑이 남아있을까. 멀어지던 그날의 너를 따라 걸어도. 텅 빈 거리엔 미움만. 너의 흔적을 마주칠 때마다. 익숙함 속에 떠나보내던. 소중했던 모든 날들은. 후회로 남아. 이렇게 또 내게 다가오나 봐. 멍하니 혼자 남아. 나도 모르게 널 그리워하다. 떠오르는 네 생각에 하루를 살아. 선명했던 우리의. 추억은 만남보다 이별에 남아. 여전히 너를 사랑하게 하나 봐. 그날처럼. 저녁 빛에 밤이 물들면. 길게 늘어진 그림자처럼. 흩어질 듯 더 커져가는 너의 모습은. 아직도 내 안에 가득한가 봐. 멍하니 혼자 남아. 나도 모르게 널 그리워하다. 떠오르는 네 생각에 하루를 살아. 선명했던 우리의. 추억은 만남보다 이별에 남아. 여전히 너를. 사랑하고 있나 봐 바보처럼. 흩날리는 기억의 모든 순간마다 너를. 매일 이렇게 불러본다. 꼭 한 번쯤 너에게 해주고 싶었던 말. 너무 사랑했다고. 다시는 너를 떠나지 않겠다고. 여전히 너를 사랑하고 있다고. 그날 보다,1,0,0
추억은 만남보다 이별에 남아 (Inst.),아득한 시간 속에 아직. 우리 사랑이 남아있을까. 멀어지던 그날의 너를 따라 걸어도. 텅 빈 거리엔 미움만. 너의 흔적을 마주칠 때마다. 익숙함 속에 떠나보내던. 소중했던 모든 날들은. 후회로 남아. 이렇게 또 내게 다가오나 봐. 멍하니 혼자 남아. 나도 모르게 널 그리워하다. 떠오르는 네 생각에 하루를 살아. 선명했던 우리의. 추억은 만남보다 이별에 남아. 여전히 너를 사랑하게 하나 봐. 그날처럼. 저녁 빛에 밤이 물들면. 길게 늘어진 그림자처럼. 흩어질 듯 더 커져가는 너의 모습은. 아직도 내 안에 가득한가 봐. 멍하니 혼자 남아. 나도 모르게 널 그리워하다. 떠오르는 네 생각에 하루를 살아. 선명했던 우리의. 추억은 만남보다 이별에 남아. 여전히 너를. 사랑하고 있나 봐 바보처럼. 흩날리는 기억의 모든 순간마다 너를. 매일 이렇게 불러본다. 꼭 한 번쯤 너에게 해주고 싶었던 말. 너무 사랑했다고. 다시는 너를 떠나지 않겠다고. 여전히 너를 사랑하고 있다고. 그날 보다,1,0,0
답답한 마음,왜 그랬어 왜 그랬니. 아파할 날 알면서. 이유도 듣지를 못했어. 아무것도 몰라. 생각하고 생각했어. 아직도 모르겠어. 말못한 이유가 있었니. 말이라도 해줄래. 답답한 마음 가시지 않아. 허탈한 이 마음 어떻게 하죠. 아무리 울어도 변한게 없어요. 하루가 온통 한숨이야. 생각하고 생각했어. 아직도 모르겠어. 말못한 이유가 있었니. 말이라도 해줄래. 답답한 마음 가시지 않아. 허탈한 이 마음 어떻게 하죠. 아무리 울어도 변한게 없어요. 하루가 온통 한숨이야. 달려가 너에게 안겨서. 위로받고 싶은 하루야 그리워. 답답한 마음 가시지 않아. 허탈한 이 마음 어떻게 하죠. 아무리 울어도 변한게 없어요. 하루가 온통 한숨이야,1,0,1
술 한잔 해요,술 한잔해요 날씨가 쌀쌀하니까. 따끈따끈 국물에. 소주 한잔 어때요. 잘 지내니 지친 하루에 끝에. 위로가 돼주던 한 사람. 사실 가끔씩 네 소식을. 찾아보곤 해 먹먹해진 기분. 술잔 속에 너를 가득 채워. 그리움을 넘기네. 보이지 않던 것들 보여. 여전히 아쉬움 들만. 달콤했던 말 행복 섞인 표정까지도. 괜찮다면 나와요. 우리의 사랑이 뜨겁던 우리의 사랑을. 키웠던 그 집에서 먼저 한잔했어요. 조금 취했나 봐요. 그대가 내 앞에 있는 것 같아. 바보처럼 자꾸 눈물이 나요. 그대 마음이 차갑게 식어 갔듯이. 따뜻했던 국물도 점점 식어가네요. 가볍던 주머니 날 감싸주던 손 길. 하필 이제서야 생각이 나. 우리 함께 자주 가던. 사거리 앞 작은 술집. 마주 앉은 애틋한 밤. 술잔 속에 너를 가득 채워. 그리움을 넘기네. 비틀거리는 하루 매섭게. 더 차가운 날씨. 전화라도 해볼까. 보고 싶어 누르지 못했지만. 괜찮다면 나와요. 우리의 사랑이 뜨겁던 우리의 사랑을. 키웠던 그 집에서 먼저 한잔했어요. 조금 취했나 봐요. 그대가 내 앞에 있는 것 같아. 바보처럼 자꾸 눈물이 나요. 술잔 속에 눈물이 마음속에. 그대가 흘러넘치잖아. 몇 잔을 마셔도. 너를 너를 잊지 못할 걸 알아. 쓰디쓴 술잔에 기대면 네가 보였어. 이 한 잔에도 금세 붉어 지던 두 볼. 따스함이었어 너라는 계절은. 늦게라도 와줘요. 나 혼자 이렇게 울게 하지 마. 우린 항상 같이 있었으니까. 사랑해요 사랑해요. 사랑하기 싫어서 미치겠어,1,0,5
술 한잔 해요,술 한잔해요 날씨가 쌀쌀하니까. 따끈따끈 국물에. 소주 한잔 어때요. 잘 지내니 지친 하루에 끝에. 위로가 돼주던 한 사람. 사실 가끔씩 네 소식을. 찾아보곤 해 먹먹해진 기분. 술잔 속에 너를 가득 채워. 그리움을 넘기네. 보이지 않던 것들 보여. 여전히 아쉬움 들만. 달콤했던 말 행복 섞인 표정까지도. 괜찮다면 나와요. 우리의 사랑이 뜨겁던 우리의 사랑을. 키웠던 그 집에서 먼저 한잔했어요. 조금 취했나 봐요. 그대가 내 앞에 있는 것 같아. 바보처럼 자꾸 눈물이 나요. 그대 마음이 차갑게 식어 갔듯이. 따뜻했던 국물도 점점 식어가네요. 가볍던 주머니 날 감싸주던 손 길. 하필 이제서야 생각이 나. 우리 함께 자주 가던. 사거리 앞 작은 술집. 마주 앉은 애틋한 밤. 술잔 속에 너를 가득 채워. 그리움을 넘기네. 비틀거리는 하루 매섭게. 더 차가운 날씨. 전화라도 해볼까. 보고 싶어 누르지 못했지만. 괜찮다면 나와요. 우리의 사랑이 뜨겁던 우리의 사랑을. 키웠던 그 집에서 먼저 한잔했어요. 조금 취했나 봐요. 그대가 내 앞에 있는 것 같아. 바보처럼 자꾸 눈물이 나요. 술잔 속에 눈물이 마음속에. 그대가 흘러넘치잖아. 몇 잔을 마셔도. 너를 너를 잊지 못할 걸 알아. 쓰디쓴 술잔에 기대면 네가 보였어. 이 한 잔에도 금세 붉어 지던 두 볼. 따스함이었어 너라는 계절은. 늦게라도 와줘요. 나 혼자 이렇게 울게 하지 마. 우린 항상 같이 있었으니까. 사랑해요 사랑해요. 사랑하기 싫어서 미치겠어,1,0,5
술 한잔 해요 (Inst.),술 한잔해요 날씨가 쌀쌀하니까. 따끈따끈 국물에. 소주 한잔 어때요. 잘 지내니 지친 하루에 끝에. 위로가 돼주던 한 사람. 사실 가끔씩 네 소식을. 찾아보곤 해 먹먹해진 기분. 술잔 속에 너를 가득 채워. 그리움을 넘기네. 보이지 않던 것들 보여. 여전히 아쉬움 들만. 달콤했던 말 행복 섞인 표정까지도. 괜찮다면 나와요. 우리의 사랑이 뜨겁던 우리의 사랑을. 키웠던 그 집에서 먼저 한잔했어요. 조금 취했나 봐요. 그대가 내 앞에 있는 것 같아. 바보처럼 자꾸 눈물이 나요. 그대 마음이 차갑게 식어 갔듯이. 따뜻했던 국물도 점점 식어가네요. 가볍던 주머니 날 감싸주던 손 길. 하필 이제서야 생각이 나. 우리 함께 자주 가던. 사거리 앞 작은 술집. 마주 앉은 애틋한 밤. 술잔 속에 너를 가득 채워. 그리움을 넘기네. 비틀거리는 하루 매섭게. 더 차가운 날씨. 전화라도 해볼까. 보고 싶어 누르지 못했지만. 괜찮다면 나와요. 우리의 사랑이 뜨겁던 우리의 사랑을. 키웠던 그 집에서 먼저 한잔했어요. 조금 취했나 봐요. 그대가 내 앞에 있는 것 같아. 바보처럼 자꾸 눈물이 나요. 술잔 속에 눈물이 마음속에. 그대가 흘러넘치잖아. 몇 잔을 마셔도. 너를 너를 잊지 못할 걸 알아. 쓰디쓴 술잔에 기대면 네가 보였어. 이 한 잔에도 금세 붉어 지던 두 볼. 따스함이었어 너라는 계절은. 늦게라도 와줘요. 나 혼자 이렇게 울게 하지 마. 우린 항상 같이 있었으니까. 사랑해요 사랑해요. 사랑하기 싫어서 미치겠어,1,0,5
술 한잔 해요 (Inst.),술 한잔해요 날씨가 쌀쌀하니까. 따끈따끈 국물에. 소주 한잔 어때요. 잘 지내니 지친 하루에 끝에. 위로가 돼주던 한 사람. 사실 가끔씩 네 소식을. 찾아보곤 해 먹먹해진 기분. 술잔 속에 너를 가득 채워. 그리움을 넘기네. 보이지 않던 것들 보여. 여전히 아쉬움 들만. 달콤했던 말 행복 섞인 표정까지도. 괜찮다면 나와요. 우리의 사랑이 뜨겁던 우리의 사랑을. 키웠던 그 집에서 먼저 한잔했어요. 조금 취했나 봐요. 그대가 내 앞에 있는 것 같아. 바보처럼 자꾸 눈물이 나요. 그대 마음이 차갑게 식어 갔듯이. 따뜻했던 국물도 점점 식어가네요. 가볍던 주머니 날 감싸주던 손 길. 하필 이제서야 생각이 나. 우리 함께 자주 가던. 사거리 앞 작은 술집. 마주 앉은 애틋한 밤. 술잔 속에 너를 가득 채워. 그리움을 넘기네. 비틀거리는 하루 매섭게. 더 차가운 날씨. 전화라도 해볼까. 보고 싶어 누르지 못했지만. 괜찮다면 나와요. 우리의 사랑이 뜨겁던 우리의 사랑을. 키웠던 그 집에서 먼저 한잔했어요. 조금 취했나 봐요. 그대가 내 앞에 있는 것 같아. 바보처럼 자꾸 눈물이 나요. 술잔 속에 눈물이 마음속에. 그대가 흘러넘치잖아. 몇 잔을 마셔도. 너를 너를 잊지 못할 걸 알아. 쓰디쓴 술잔에 기대면 네가 보였어. 이 한 잔에도 금세 붉어 지던 두 볼. 따스함이었어 너라는 계절은. 늦게라도 와줘요. 나 혼자 이렇게 울게 하지 마. 우린 항상 같이 있었으니까. 사랑해요 사랑해요. 사랑하기 싫어서 미치겠어,1,0,5
Memory,비가 오는 날에 기억의 밤을 지나.우린 그 끝에서입을 맞추고.타버릴 꽃처럼.운명의 불에 빠져.다시 피어나 맴돌아또 You. 뚝 뚝 두 볼에 눈물이 흘러요.지우려는기억이 또 떠올라.늘그렇게 더 아프게.날 괴롭힌다면.이제는 더 이상숨기 No.비가 오는 날에 기억의 밤을 지나.우린 그 끝에서입을 맞추고.타버릴 꽃처럼.운명의 불에 빠져.다시 피어나 맴돌아또 You. 이제는 말할게.나는 내가 사랑하는 거 알지그대로 있어줘.나는 내가 당신을 필요로 하는지 알고 있다.부서지는 시간 속에. 널 볼수 있다면.이제는 더 이상놓치지 않아.떠나가버린 계절 속에. 다시 널느낄 수만 있다면.운명의 미로를 넘어서.널 찾아가. 비가 오는 날에 기억의 밤을 지나.우린 그 끝에서입을 맞추고.타버릴 꽃처럼.운명의 불에 빠져.다시 피어나 맴돌아 또 난,1,0,2
발라드가 싫어졌어,갈수록 들을 노래가 없어 점점. 공감할 수 없는 헤어진 얘기들만. 맨날 술 마시고 취해 또 전화하고. 갖다 붙인듯한 멜로디들. 진짜로 이별을 해보긴 한 걸까. 요즘 난 발라드가 싫어졌어 정말. 우리의 이별보다도 못한 것 같아서. 너와 내 사랑보다 우리 추억보다. 아픈 건 없으니까. 별 감동 없는 슬픈 노래가 싫어 난. 왜 다들 우는 노래만 듣는 걸까. 아무 진심 없이 시끄럽기만 한데. 너무 사랑해서 헤어져야 한다는. 말 같지도 않은 가사들이. 내겐 한 글자도 와닿지가 않아. 요즘 난 발라드가 싫어졌어 정말. 우리의 이별보다도 못한 것 같아서. 너와 내 사랑보다 우리 추억보다. 아픈 건 없으니까. 별 감동 없는 슬픈 노래가 싫어 난 싫어. 어떤 말도 위로가 안돼. 귀를 막아도 잊질 못해. 길 위에 깔린 다 똑같은 노래처럼. 미안해 나도 내가 별로란 거 잘 알아. 그래 그 뻔한 가사처럼. 나도 사니까 싫어. 다 듣기 싫어 발라드가 싫어. 너만 생각나니까. 그때의 너를 내게 데려오니까. 한참 네가 많이 좋아했던 노래가. 이젠 널 닮은 발라드가 싫어,1,0,4
